IRSZ;nev;utotag;ker
1022;Bimbó;út;II
1026;Bimbó;út;II
1221;Bimbó;utca;XXII
1026;Bimbó;köz;II
1122;Bíró;utca;XII
1089;Bíró Lajos;utca;VIII
1203;Bíró Mihály;utca;XX
1112;Birs;utca;XI
1029;Birsalma;utca;II
1147;Birtok;utca;XIV
1039;Bivalyos;utca;III
1164;Biztató;út;XVI
1046;Blaha Lujza;utca;IV
1085;Blaha Lujza;tér;VIII
1165;Blaha Lujza;utca;XVI
1038;Blanka;köz;III
1089;Bláthy Ottó;utca;VIII
1173;Bóbis Gyula;tér;XVII
1037;Bóbita;utca;III
1164;Bóbitás;út;XVI
1039;Bocskai;utca;III
1043;Bocskai;utca;IV
1153;Bocskai;utca;XV
1188;Bocskai;utca;XVIII
1193;Bocskai;utca;XIX
1204;Bocskai;utca;XX
1222;Bocskai;utca;XXII
1029;Bocskai István;útja;II
1174;Bocskai István;utca;XVII
1174;Bocskaikert;utca;XVII
1113;Bocskai;út;XI
1114;Bocskai;út;XI
1112;Bod Péter;utca;XI
1112;Bod Péter;lejtő;XI
1112;Bodajk;utca;XI
1163;Bodnár;utca;XVI
1112;Bódog;utca;XI
1116;Bodola Lajos;utca;XI
1112;Bodony;utca;XI
1171;Bodonyi;utca;XVII
1138;Bodor;utca;XIII
1112;Bodorka;utca;XI
1027;Bodrog;utca;II
1185;Bódva;utca;XVIII
1104;Bodza;utca;X
1213;Bodzás;utca;XXI
1151;Bogáncs;utca;XV
1106;Bogáncsvirág;utca;X
1022;Bogár;lépcső;II
1022;Bogár;utca;II
1117;Bogdánfy;utca;XI
1033;Bogdáni;út;III
1039;Boglár;utca;III
1119;Boglárka;utca;XI
1031;Boglya;utca;III
1021;Bognár;utca;II
1188;Bogrács;utca;XVIII
1115;Bogyó;utca;XI
1182;Bója;utca;XVIII
1171;Bojt;utca;XVII
1037;Bojtár;utca;III
1106;Bojtocska;utca;X
1172;Bojtorján;utca;XVII
1221;Bojtos;utca;XXII
1174;Bokány;köz;XVII
1181;Bókay Árpád;utca;XVIII
1182;Bókay Árpád;utca;XVIII
1083;Bókay János;utca;VIII
1037;Bokor;utca;III
1094;Bokréta;utca;IX
1213;Bokros;utca;XXI
1112;Boldizsár;utca;XI
1014;Boldog XI Ince pápa;utca;I
1119;Boldog Meszlényi Zoltán;tér;XI
1035;Boldog Sándor István;park;III
1124;Boldog Teréz anya;tér;XII
1105;Bolgár;utca;X
1237;Bolgárföld;dűlő;XXIII
1148;Bolgárkerék;utca;XIV
1148;Bolgárkertész;utca;XIV
1023;Bolyai;utca;II
1046;Bolyai Farkas;utca;IV
1201;Bolyai János;utca;XX
1237;Bolyai János;utca;XXIII
1237;Bolyai János;köz;XXIII
1112;Bolygó;utca;XI
1112;Bonc;utca;XI
1193;Bóné András;utca;XIX
1141;Bonyhádi;út;XIV
1119;Bor;utca;XI
1093;Boráros;tér;IX
1095;Boráros;tér;IX
1132;Borbély;utca;XIII
1121;Borbála;lépcső;XII
1023;Borbolya;utca;II
1163;Borda;utca;XVI
1112;Bordézsma;utca;XI
1185;Borics Pál;utca;XVIII
1031;Boris;utca;III
1222;Borkő;utca;XXII
1119;Bornemissza;tér;XI
1119;Bornemissza;utca;XI
1025;Boróka;utca;II
1213;Borókás;utca;XXI
1237;Borona;utca;XXIII
1182;Boronás;utca;XVIII
1222;Boros;út;XXII
1148;Boros Mátyás;utca;XIV
1146;Borostyán;utca;XIV
1112;Boroszlán;utca;XI
1163;Borotvás;utca;XVI
1183;Bors;utca;XVIII
1204;Borsa;utca;XX
1171;Borsfa;utca;XVII
1106;Borsika;utca;X
1037;Borsmenta;utca;III
1173;Borsó;utca;XVII
1037;Borsikafű;utca;III
1119;Borszék;köz;XI
1119;Borszéki;utca;XI
1223;Borszőlő;utca;XXII
1182;Borvíz;utca;XVIII
1213;Borz;út;XXI
1221;Borz;utca;XXII
1171;Borzavár;utca;XVII
1141;Bosnyák;utca;XIV
1145;Bosnyák;utca;XIV
1149;Bosnyák;tér;XIV
1141;Bosnyák;köz;XIV
1112;Botfalu;utca;XI
1112;Botfalu;köz;XI
1118;Botfalu;udvar;XI
1038;Botond;utca;III
1134;Botond;utca;XIII
1183;Botond;utca;XVIII
1192;Botond;utca;XIX
1224;Botond;utca;XXII
1029;Botond vezér;utca;II
1171;Bottyán;utca;XVII
1118;Bozókvár;utca;XI
1221;Bozót;utca;XXII
1239;Bozótos;köz;XXIII
1171;Bögöte;utca;XVII
1108;Bögre;utca;X
1165;Bökényföldi;út;XVI
1182;Bököny;utca;XVIII
1173;Bölcske;utca;XVII
1117;Bölcső;utca;XI
1149;Bölcsőde;utca;XIV
1029;Bölény;utca;II
1021;Bölöni György;utca;II
1171;Bördöce;utca;XVII
1048;Bőrfestő;utca;IV
1048;Bőröndös;utca;IV
1173;Börzönce;utca;XVII
1098;Börzsöny;utca;IX
1213;Börzsönyi;utca;XXI
1163;Bőség;utca;XVI
1126;Böszörményi;út;XII
1026;Branyiszkó;út;II
1126;Brassai Sámuel;utca;XII
1028;Brassó;utca;II
1112;Brassó;út;XI
1118;Brassó;út;XI
1174;Brassó;utca;XVII
1182;Brassó;utca;XVIII
1194;Brassó;utca;XIX
1202;Brassó;utca;XX
1112;Brassó;köz;XI
1046;Brassói;utca;IV
1161;Brassói;út;XVI
1212;Brassói;utca;XXI
1223;Brassói;utca;XXII
1124;Breznó;lépcső;XII
1202;Breznó;utca;XX
1118;Breznó;köz;XI
1188;Brigád;utca;XVIII
1047;Bródy Imre;utca;IV
1088;Bródy Sándor;utca;VIII
1163;Bronz;utca;XVI
1221;Brunnthal;lépcső;XXII
1045;Brüsszeli;utca;IV
1173;Búbosbanka;utca;XVII
1046;Bucka;utca;IV
1225;Bucó;utca;XXII
1212;Bud János;utca;XXI
1111;Budafoki;út;XI
1117;Budafoki;út;XI
1211;Budafoki;út;XXI
1033;Budai alsó;rakpart;III
1024;Buday László;utca;II
1137;Budai Nagy Antal;utca;XIII
1223;Budai Nagy Antal;utca;XXII
1028;Budajenő;utca;II
1039;Budakalász;utca;III
1021;Budakeszi;út;II
1121;Budakeszi;út;XII
1112;Budaörsi;út;XI
1118;Budaörsi;út;XI
1161;Budapesti;út;XVI
1162;Budapesti;út;XVI
1163;Budapesti;út;XVI
1164;Budapesti;út;XVI
1165;Budapesti;út;XVI
1223;Budatétényi;utca;XXII
1029;Buda vezér;utca;II
1021;Budenz;út;II
1164;Bugac;tér;XVI
1012;Bugát;utca;I
1164;Buják;utca;XVI
1173;Bujákhida;utca;XVII
1028;Bujdosó;köz;II
1114;Bukarest;utca;XI
1062;Bulcsú;utca;VI
1134;Bulcsú;utca;XIII
1155;Bulcsú;utca;XV
1183;Bulcsú;utca;XVIII
1204;Bulcsú;utca;XX
1029;Bulcsú vezér;utca;II
1174;Bulyovszky;utca;XVII
1164;Burgundi;utca;XVI
1223;Busa;utca;XXII
1033;Búvár;utca;III
1183;Búvár Kund;tér;XVIII
1033;Búza;utca;III
1239;Búzafű;köz;XXIII
1222;Búzakalász;utca;XXII
1188;Búzakéve;utca;XVIII
1025;Búzavirág;utca;II
1171;Buziási;utca;XVII
1149;Buzogány;utca;XIV
1188;Bükk;utca;XVIII
1028;Bükkfa;utca;II
1116;Bükköny;utca;XI
1121;Bükkös;út;XII
1124;Bürök;utca;XII
1225;Campona;utca;XXII
1105;Camus;utca;X
1223;Cankó;tér;XXII
1164;Caprera;tér;XVI
1164;Caprera;utca;XVI
1037;Cecília;utca;III
1125;Cédrus;utca;XII
1107;Ceglédi;út;X
1162;Cékla;utca;XVI
1211;Célgép;utca;XXI
1165;Céltábla;utca;XVI
1164;Cement;utca;XVI
1028;Cenk;utca;II
1112;Cenkhegy;utca;XI
1165;Centenárium;sétány;XVI
1146;Cházár András;utca;XIV
1045;Chinoin;utca;IV
1162;Cibakháza;utca;XVI
1164;Cica;utca;XVI
1112;Cickafark;utca;XI
1146;Ciklámen;utca;XIV
1237;Ciklámen;út;XXIII
1224;Cikória;utca;XXII
1025;Cimbalom;utca;II
1025;Cimbalom;köz;II
1131;Cimbora;utca;XIII
1188;Címer;utca;XVIII
1213;Cincér;utca;XXI
1121;Cinege;út;XII
1213;Cinege;utca;XXI
1147;Cinka Panna;utca;XIV
1164;Cinke;utca;XVI
1141;Cinkotai;út;XIV
1147;Cinkotai;út;XIV
1164;Cinkotai;út;XVI
1172;Cinkotai;út;XVII
1164;Cinkotakert;utca;XVI
1087;Ciprus;utca;VIII
1025;Cirbolya;utca;II
1112;Cirmos;utca;XI
1213;Cirmos;sétány;XXI
1026;Cirok;utca;II
1118;Citadella;út;XI
1118;Citadella;sétány;XI
1116;Citera;utca;XI
1116;Citrom;utca;XI
1194;Citroën;utca;XIX
1037;Citromfű;utca;III
1037;Citronella;utca;III
1013;Clark Ádám;tér;I
1145;Columbus;utca;XIV
1223;Compó;utca;XXII
1095;Concordia;köz;IX
1011;Corvin;tér;I
1041;Corvin;utca;IV
1165;Corvin;utca;XVI
1211;Corvin;út;XXI
1082;Corvin;köz;VIII
1191;Corvin;körút;XIX
1192;Corvin;körút;XIX
1082;Corvin;sétány;VIII
1222;Cövek;utca;XXII
1039;Csaba;utca;III
1122;Csaba;utca;XII
1183;Csaba;utca;XVIII
1192;Csaba;köz;XIX
1214;Csaba;köz;XXI
1171;Csaba vezér;tér;XVII
1171;Csabagyöngye;utca;XVII
1171;Csabagyöngye;köz;XVII
1173;Csabai;út;XVII
1171;Csabamező;utca;XVII
1155;Csajág;utca;XV
1105;Csajkovszkij;park;X
1116;Csákány;utca;XI
1154;Csákberény;utca;XV
1213;Csáklya;utca;XXI
1151;Csákó;utca;XV
1101;Csákó;köz;X
1142;Csáktornya;utca;XIV
1142;Csáktornya;park;XIV
1142;Csáktornya;köz;XIV
1116;Csákvár;utca;XI
1039;Család;utca;III
1025;Csalán;út;II
1025;Csalán;köz;II
1025;Csalit;utca;II
1213;Csalitos;út;XXI
1213;Csalitos;köz;XXI
1185;Csallóköz;utca;XVIII
1202;Csallóköz;utca;XX
1222;Csallóköz;út;XXII
1162;Csallóközi;utca;XVI
1031;Csalma;utca;III
1015;Csalogány;utca;I
1027;Csalogány;utca;II
1221;Csalogány;utca;XXII
1132;Csanády;utca;XIII
1134;Csángó;utca;XIII
1146;Csantavér;utca;XIV
1146;Csantavér;köz;XIV
1077;Csányi;utca;VII
1203;Csányi;utca;XX
1221;Csányi;utca;XXII
1043;Csányi László;utca;IV
1185;Csap;utca;XVIII
1016;Csap;utca;I
1222;Csap;utca;XXII
1213;Csapágy;utca;XXI
1171;Csapat;köz;XVII
1027;Csapláros;utca;II
1181;Csapó;utca;XVIII
1112;Csárda;utca;XI
1091;Csárdás;köz;IX
1093;Csarnok;tér;IX
1183;Csarnóta;utca;XVIII
1171;Császárfa;utca;XVII
1135;Csata;utca;XIII
1222;Csatár;utca;XXII
1025;Csatárka;út;II
1037;Csatárka;út;III
1025;Csatárka;köz;II
1186;Csáth Géza;utca;XVIII
1028;Csatlós;utca;II
1029;Csatlós;utca;II
1112;Csató;utca;XI
1138;Csavargyár;utca;XIII
1212;Cseh Mihály;utca;XXI
1025;Csejtei;utca;II
1025;Csejtei;köz;II
1173;Csékút;utca;XVII
1138;Csele;utca;XIII
1122;Csemegi;utca;XII
1036;Csemete;utca;III
1223;Csemetekert;utca;XXII
1222;Csend;utca;XXII
1239;Csendes;utca;XXIII
1171;Csendítő;utca;XVII
1165;Csenge;utca;XVI
1112;Csenger;utca;XI
1067;Csengery;utca;VI
1074;Csengery;utca;VII
1181;Csengery;utca;XVIII
1222;Csengery;utca;XXII
1171;Csengés;utca;XVII
1098;Csengettyű;utca;IX
1194;Csengő;utca;XIX
1037;Csengőbojt;utca;III
1173;Csengőd;utca;XVII
1165;Csenkesz;utca;XVI
1164;Csépa;utca;XVI
1095;Csepel;rakpart;IX
1214;Csepeli;út;XXI
1203;Csepeli;átjáró;XX
1212;Csepeli Mátyás;utca;XXI
1173;Cséplő;út;XVII
1173;Cséplőkert;utca;XVII
1171;Csepp;utca;XVII
1025;Cseppkő;utca;II
1025;Cseppkő;köz;II
1085;Csepreghy;utca;VIII
1185;Cser;utca;XVIII
1223;Csér;utca;XXII
1152;Cserba Elemér;út;XV
1141;Cserebogár;utca;XIV
1143;Cserei;utca;XIV
1143;Cserei;köz;XIV
1183;Cserép;utca;XVIII
1033;Cserepes;utca;III
1033;Cserepes;köz;III
1112;Cseresznye;utca;XI
1112;Cseresznye;köz;XI
1214;Cseresznyefa;utca;XXI
1213;Cseresznyés;út;XXI
1023;Cserfa;utca;II
1029;Cserge;utca;II
1138;Cserhalom;utca;XIII
1078;Cserhát;utca;VII
1213;Cserháti;utca;XXI
1162;Cserhida;utca;XVI
1025;Cserje;utca;II
1221;Cserjés;utca;XXII
1103;Cserkesz;utca;X
1105;Cserkesz;utca;X
1162;Cserkút;utca;XVI
1038;Csermák Antal;utca;III
1037;Csermely;köz;III
1121;Csermely;lépcső;XII
1121;Csermely;út;XII
1174;Csermely Károly;utca;XVII
1141;Csernyus;utca;XIV
1148;Csernyus;utca;XIV
1031;Cserszömörce;utca;III
1144;Csertő;utca;XIV
1144;Csertő;park;XIV
1182;Cséry Lajos;utca;XVIII
1048;Cserző;utca;IV
1221;Csésze;utca;XXII
1215;Csete Balázs;utca;XXI
1113;Csetneki;utca;XI
1183;Csévéző;utca;XVIII
1025;Csévi;utca;II
1025;Csévi;köz;II
1021;Csibor;utca;II
1238;Csibuk;utca;XXIII
1173;Csicsörke;utca;XVII
1121;Csiga;út;XII
1174;Csík;utca;XVII
1203;Csík István;utca;XX
1118;Csikihegyek;utca;XI
1214;Csikó;sétány;XXI
1033;Csikós;utca;III
1031;Csikóvár;utca;III
1118;Csíksomlyó;utca;XI
1025;Csíksomlyó;utca;II
1048;Csíksomlyó;utca;IV
1048;Csíkszentiván;utca;IV
1162;Csíkszentmihály;tér;XVI
1182;Csíkszereda;utca;XVIII
1111;Csíky;utca;XI
1194;Csíky;utca;XIX
1101;Csilla;utca;X
1161;Csillag;utca;XVI
1193;Csillag;utca;XIX
1214;Csillag;utca;XXI
1221;Csillag;utca;XXII
1238;Csillag;utca;XXIII
1037;Csillagánizs;utca;III
1155;Csillagfürt;utca;XV
1037;Csillaghegyi;út;III
1174;Csillagmotor;köz;XVII
1152;Csillagos;köz;XV
1112;Csillagőszirózsa;utca;XI
1164;Csillagösvény;utca;XVI
1037;Csillagszem;utca;III
1106;Csillagvirág;utca;X
1121;Csillagvizsgáló;út;XII
1121;Csillagvölgyi;út;XII
1164;Csillám;utca;XVI
1121;Csille;tér;XII
1213;Csille;utca;XXI
1121;Csillebérci;út;XII
1165;Csinszka;utca;XVI
1223;Csiperke;utca;XXII
1125;Csipke;út;XII
1221;Csipkebogyó;utca;XXII
1213;Csipkerózsa;utca;XXI
1165;Csipkés;köz;XVI
1162;Csitári;utca;XVI
1121;Csíz;utca;XII
1139;Csizma;utca;XIII
1239;Csizmadia;utca;XXIII
1164;Csobaj;utca;XVI
1086;Csobánc;utca;VIII
1213;Csobánc;utca;XXI
1039;Csobánka;tér;III
1151;Csobogós;utca;XV
1121;Csobolyó;lépcső;XII
1239;Csodaszarvas;utca;XXIII
1115;Csóka;utca;XI
1164;Csókakő;utca;XVI
1213;Csókás;utca;XXI
1028;Csokonai;utca;II
1046;Csokonai;utca;IV
1081;Csokonai;utca;VIII
1152;Csokonai;utca;XV
1174;Csokonai;utca;XVII
1188;Csokonai;utca;XVIII
1193;Csokonai;utca;XIX
1204;Csokonai;utca;XX
1222;Csokonai;utca;XXII
1141;Csokor;utca;XIV
1188;Csolt;utca;XVIII
1202;Csoma;utca;XX
1151;Csomád;utca;XV
1173;Csomafalva;utca;XVII
1223;Csomakőrös;utca;XXII
1044;Csombárd;utca;IV
1103;Csombor;utca;X
1015;Csónak;utca;I
1213;Csónak;utca;XXI
1237;Csónakos;dűlő;XXIII
1031;Csónakház;utca;III
1029;Csongor;utca;II
1139;Csongor;utca;XIII
1183;Csongor;utca;XVIII
1171;Csongrád;utca;XVII
1121;Csonka;utca;XII
1119;Csonka János;tér;XI
1095;Csont;utca;IX
1112;Csonttollú;utca;XI
1181;Csontváry Kosztka Tivadar;utca;XVIII
1022;Csopaki;utca;II
1162;Csoport;utca;XVI
1204;Csorba;utca;XX
1119;Csorbai;utca;XI
1213;Csorbatói;utca;XXI
1171;Csordakút;út;XVII
1173;Csordás;utca;XVII
1121;Csorna;utca;XII
1154;Csorvás;utca;XV
1224;Csóványos;utca;XXII
1162;Csöbör;utca;XVI
1211;Csőgyár;utca;XXI
1211;Csőhegesztő;utca;XXI
1044;Csömödér;utca;IV
1147;Csömöri;út;XIV
1161;Csömöri;út;XVI
1162;Csömöri;út;XVI
1223;Csöngő;utca;XXII
1119;Csöpp;utca;XI
1188;Csörgőfa;utca;XVIII
1038;Csörlő;utca;III
1038;Csörlő;köz;III
1183;Csörötnek;utca;XVIII
1123;Csörsz;utca;XII
1124;Csörsz;utca;XII
1182;Csörszárok;utca;XVIII
1103;Csősz;köz;X
1182;Csőszkunyhó;utca;XVIII
1105;Csősztorony;utca;X
1151;Csővár;utca;XV
1162;Csöves;utca;XVI
1213;Csővonó;utca;XXI
1224;Csúcs;utca;XXII
1037;Csúcshegyi;út;III
1108;Csucsor;utca;X
1131;Csuka;utca;XIII
1118;Csukló;utca;XI
1116;Csupor;utca;XI
1029;Csurgó;utca;II
1116;Csurgói;út;XI
1119;Csurgói;út;XI
1239;Csúszda;tér;XXIII
1221;Csuszka;utca;XXII
1225;Csút;utca;XXII
1162;Csutora;utca;XVI
1164;Csücsök;utca;XVI
1162;Csűr;utca;XVI
1056;Cukor;utca;V
1164;Cukornád;utca;XVI
1164;Cukornád;köz;XVI
1192;Cukrász;utca;XIX
1053;Curia;utca;V
1016;Czakó;utca;I
1171;Czeglédi Mihály;utca;XVII
1039;Czetz János;utca;III
1039;Czetz János;köz;III
1131;Cziffra György;park;XIII
1181;Cziffra György;utca;XVIII
1186;Cziffra György;utca;XVIII
1182;Cziffra György;utca;XVIII
1171;Czimra Gyula;utca;XVII
1163;Cziráki;utca;XVI
1147;Czobor;utca;XIV
1039;Czuczor;utca;III
1044;Czuczor;utca;IV
1093;Czuczor;utca;IX
1194;Czuczor;utca;XIX
1183;Czuczor Gergely;utca;XVIII
1212;Dabas;utca;XXI
1138;Dagály;utca;XIII
1151;Dal;utca;XV
1222;Dalárda;utca;XXII
1116;Dália;utca;XI
1223;Dalkör;utca;XXII
1172;Dallamos;utca;XVII
1121;Dalma;út;XII
1182;Dalmady Győző;utca;XVIII
1171;Dalnok;utca;XVII
1158;Dalnoki Jenő;utca;XV
1188;Dalos;utca;XVIII
1061;Dalszínház;utca;VI
1071;Damjanich;utca;VII
1162;Damjanich;utca;XVI
1174;Damjanich;utca;XVII
1188;Damjanich;utca;XVIII
1202;Damjanich;utca;XX
1204;Damjanich;utca;XX
1224;Damjanich;utca;XXII
1046;Damjanich János;utca;IV
1154;Damjanich János;utca;XV
1213;Damjanich János;út;XXI
1029;Dámvad;utca;II
1095;Dandár;köz;IX
1095;Dandár;utca;IX
1125;Dániel;út;XII
1125;Dániel;köz;XII
1223;Dankasirály;utca;XXII
1086;Dankó;utca;VIII
1185;Dankó Pista;utca;XVIII
1138;Danubius;utca;XIII
1238;Dara;utca;XXIII
1023;Dara;utca;II
1181;Darányi Ignác;utca;XVIII
1023;Darázs;utca;II
1213;Darázs;utca;XXI
1014;Dárda;utca;I
1155;Darnó;utca;XV
1113;Daróczi;út;XI
1023;Daru;utca;II
1213;Daru;út;XXI
1181;Darus;utca;XVIII
1163;Datolya;utca;XVI
1113;Dávid Ferenc;utca;XI
1185;Dávid Ferenc;utca;XVIII
1118;Dayka;tér;XI
1112;Dayka Gábor;utca;XI
1118;Dayka Gábor;utca;XI
1103;Dausz Gyula;park;X
1039;Deák;utca;III
1153;Deák;utca;XV
1028;Deák Ferenc;utca;II
1041;Deák Ferenc;utca;IV
1047;Deák Ferenc;utca;IV
1052;Deák Ferenc;tér;V
1052;Deák Ferenc;utca;V
1061;Deák Ferenc;tér;VI
1188;Deák Ferenc;utca;XVIII
1193;Deák Ferenc;utca;XIX
1215;Deák Ferenc;utca;XXI
1224;Deák Ferenc;utca;XXII
1112;Deáki;utca;XI
1171;Debercsény;utca;XVII
1202;Debrecen;utca;XX
1131;Debreceni;park;XIII
1222;Debrő;utca;XXII
1164;Décsi József;utca;XVI
1171;Dédes;köz;XVII
1174;Dedics Ferenc;utca;XVII
1147;Deés;utca;XIV
1024;Dékán;utca;II
1239;Dél;utca;XXIII
1162;Délceg;utca;XVI
1089;Delej;utca;VIII
1172;Delelő;utca;XVII
1182;Delfin;utca;XVIII
1211;Déli;utca;XXI
1211;Déli;köz;XXI
1211;Déli-bekötő;út;XXI
1062;Délibáb;utca;VI
1239;Délitemető;utca;XXIII
1028;Delta;utca;II
1071;Dembinszky;utca;VII
1181;Dembinszky;utca;XVIII
1165;Demeter;utca;XVI
1172;Demjén;utca;XVII
1224;Dénár;utca;XXII
1021;Dénes;utca;II
1121;Denevér;köz;XII
1121;Denevér;út;XII
1213;Denevér;utca;XXI
1028;Dér;utca;II
1104;Dér;utca;X
1239;Derce;köz;XXIII
1107;Derecskei;utca;X
1036;Dereglye;utca;III
1016;Derék;utca;I
1172;Derengő;utca;XVII
1124;Deres;utca;XII
1084;Déri Miksa;utca;VIII
1126;Derkovits;utca;XII
1171;Derkovits;tér;XVII
1183;Derkovits Gyula;utca;XVIII
1193;Derkovits Gyula;utca;XIX
1035;Derű;utca;III
1172;Derült;utca;XVII
1134;Déryné;köz;XIII
1116;Derzsi;utca;XI
1028;Dés;utca;II
1182;Dés;utca;XVIII
1183;Désháza;utca;XVIII
1098;Dési Huber;utca;IX
1041;Dessewffy;utca;IV
1066;Dessewffy;utca;VI
1202;Dessewffy;utca;XX
1204;Dessewffy;utca;XX
1154;Dessewffy Arisztid;utca;XV
1022;Detrekő;utca;II
1171;Dettai;utca;XVII
1182;Déva;utca;XVIII
1202;Déva;utca;XX
1134;Dévai;utca;XIII
1034;Dévai Bíró Mátyás;tér;III
1173;Dévaványa;utca;XVII
1163;Devecseri;utca;XVI
1125;Devecseri Gábor;park;XII
1222;Dévény;utca;XXII
1135;Dévényi;út;XIII
1142;Dévényi;út;XIV
1223;Dévér;park;XXII
1211;Dézsa;utca;XXI
1224;Dézsma;utca;XXII
1223;Dézsmaház;utca;XXII
1016;Dezső;utca;I
1162;Dezsőfia;utca;XVI
1172;Diadal;utca;XVII
1171;Diák;park;XVII
1173;Diák;utca;XVII
1125;Diana;utca;XII
1126;Diana;köz;XII
1222;Dietzl;lépcső;XXII
1031;Dinamó;utca;III
1113;Dinnye;utca;XI
1237;Dinnyehegyi;út;XXIII
1237;Dinnyehegyi;köz;XXIII
1213;Dinnyés;utca;XXI
1112;Dió;utca;XI
1038;Diófa;utca;III
1162;Diófa;utca;XVI
1222;Diófa;utca;XXII
1135;Diós;utca;XIII
1213;Diós;út;XXI
1125;Diós;árok;XII
1125;Diós-árok;köz;XII
1224;Diósdi;utca;XXII
1103;Diósgyőri;utca;X
1165;Dióskál;utca;XVI
1165;Diósy Lajos;utca;XVI
1089;Diószegi Sámuel;utca;VIII
1113;Diószegi;út;XI
1224;Diótörő;út;XXII
1014;Dísz;tér;I
1029;Díszfű;utca;II
1026;Ditró;utca;II
1137;Ditrói Mór;utca;XIII
1072;Dob;utca;VII
1073;Dob;utca;VII
1074;Dob;utca;VII
1077;Dob;utca;VII
1101;Doba;utca;X
1034;Doberdó;út;III
1037;Doberdó;út;III
1041;Dobó;utca;IV
1061;Dobó;utca;VI
1152;Dobó;utca;XV
1153;Dobó;utca;XV
1161;Dobó;utca;XVI
1162;Dobó;utca;XVI
1221;Dobó;utca;XXII
1238;Dobó;utca;XXIII
1191;Dobó Katica;utca;XIX
1192;Dobó Katica;utca;XIX
1112;Dobogó;út;XI
1031;Dobogókő;utca;III
1202;Dobos;utca;XX
1204;Dobos;utca;XX
1174;Dobos István;utca;XVII
1038;Doboz;utca;III
1086;Dobozi;utca;VIII
1181;Dobozi;utca;XVIII
1182;Dobozi;utca;XVIII
1185;Dobsina;utca;XVIII
1124;Dobsinai;utca;XII
1104;Dóczy József;utca;X
1074;Dohány;utca;VII
1066;Dohnányi Ernő;utca;VI
1126;Dolgos;utca;XII
1184;Dolgozó;út;XVIII
1131;Dolmány;utca;XIII
1081;Dologház;utca;VIII
1108;Dolomit;utca;X
1154;Domaháza;utca;XV
1173;Domaszék;utca;XVII
1173;Domaszék;köz;XVII
1212;Domb;utca;XXI
1106;Dombhát;utca;X
1118;Domboldal;utca;XI
1174;Domború;utca;XVII
1028;Dombos;utca;II
1029;Dombos;utca;II
1117;Dombóvári;út;XI
1222;Dombóvári;utca;XXII
1108;Dombtető;utca;X
1039;Domján Edit;utca;III
1238;Domonkos;utca;XXIII
1037;Domoszló;köz;III
1037;Domoszló;lejtő;III
1037;Domoszló;útja;III
1038;Donát;utca;III
1015;Donáti;köz;I
1015;Donáti;lépcső;I
1015;Donáti;utca;I
1222;Donga;utca;XXII
1149;Dongó;utca;XIV
1221;Donszky Árpád;utca;XXII
1165;Dóra;tér;XVI
1172;Dormánd;utca;XVII
1106;Dorogi;utca;X
1037;Doromb;utca;III
1051;Dorottya;utca;V
1142;Dorozsma;köz;XIV
1142;Dorozsmai;utca;XIV
1031;Dósa;utca;III
1013;Dózsa György;tér;I
1028;Dózsa György;utca;II
1038;Dózsa György;utca;III
1068;Dózsa György;út;VI
1071;Dózsa György;út;VII
1087;Dózsa György;út;VIII
1134;Dózsa György;út;XIII
1146;Dózsa György;út;XIV
1174;Dózsa György;utca;XVII
1188;Dózsa György;utca;XVIII
1224;Dózsa György;út;XXII
1163;Döbröce;utca;XVI
1013;Döbrentei;tér;I
1013;Döbrentei;utca;I
1106;Dömsödi;utca;X
1172;Döntő;utca;XVII
1214;Dr. Koncz János;tér;XXI
1117;dr. Papp Elemér;utca;XI
1039;dr. Zsámboki Pál;tér;III
1192;Drágfy;köz;XIX
1133;Dráva;utca;XIII
1182;Dráva;utca;XVIII
1201;Dráva;utca;XX
1224;Dráva;utca;XXII
1182;Drávacsehi;utca;XVIII
1182;Drávafok;utca;XVIII
1097;Drégely;utca;IX
1192;Drégely;köz;XIX
1172;Drégelypalánk;utca;XVII
1158;Drégelyvár;utca;XV
1031;Drótos;utca;III
1043;Dugonics;utca;IV
1045;Dugonics;utca;IV
1089;Dugonics;utca;VIII
1152;Dugonics;utca;XV
1153;Dugonics;utca;XV
1181;Dugonics;utca;XVIII
1224;Dukát;utca;XXII
1029;Duna;utca;II
1056;Duna;utca;V
1185;Duna;utca;XVIII
1201;Duna;utca;XX
1211;Duna;lejáró;XXI
1215;Duna;utca;XXI
1221;Duna;utca;XXII
1215;Dunadűlő;köz;XXI
1212;Dunadűlő;út;XXI
1225;Dunafürdő;utca;XXII
1048;Dunakeszi;utca;IV
1203;Duna;part;XX
1225;Dunapart;utca;XXII
1239;Dunapataj;utca;XXIII
1044;Duna;sor;IV
1171;Dunaszeg;utca;XVII
1138;Dunavirág;utca;XIII
1134;Dunyov István;utca;XIII
1116;Duránci;utca;XI
1029;Dutka Ákos;utca;II
1225;Dűlő;utca;XXII
1038;Dűne;utca;III
1146;Dvorzsák;sétány;XIV
1112;Dzsungel;park;XI
1171;Ebergény;utca;XVII
1239;Ecetfa;utca;XXIII
1115;Ecsed;utca;XI
1171;Ecsedháza;tér;XVII
1171;Ecsedháza;utca;XVII
1171;Ecsedháza;köz;XVII
1171;Ecseri;dűlő;XVII
1097;Ecseri;út;IX
1098;Ecseri;út;IX
1171;Ede;tér;XVII
1171;Ede;utca;XVII
